question,total_token_counts
저는  병이 있어서 부신 기능에 영향을 받습니다,2759
암을 앓았고 화학 요법을 많이 받았습니다,1272
저는 현재 실직 중이고 가족을 경제적으로 지원하는 데 어려움을 겪고 있어요,2652
최근 만성 질병이 진단되어 의료비를 관리하는 데 도움이 필요해요,3497
저는 혼자서 아이를 돌보고 일을 하기가 어려워요,3748
"저는 노인이고 혼자 사는데, 외로움과 고립감을 느끼고 있어요",3041
저는 장애가 있어 대중 교통을 이용하는 데 도움이 필요해요,3104
최근에 갑작스럽게 일자리를 잃었어,1865
현재 일에 대해 매우 스트레스 받고 과부하를 느끼고 있어,2787
"장애를 가지고 사는데, 일상 생활에서 요리, 청소, 이동하는 것과 같은 활동에 도움이 필요해",2165
"최근에 싱글 부모가 되었고, 일, 아이 돌보기, 가사 일을 균형 있게 해내기가 어려워",3627
저는 노인이고 자주 외로움과 고립감을 느끼고 있어요,3376
"최근에 일자리를 잃었고, 경제적으로 고민이 되고 있어요",1316
"저는 50대 초반인데, 오랫동안 일자리를 찾지 못하고 있어요",2338
"저는 싱글 부모이고, 생계 유지에 어려움을 겪고 있어요",3251
저는 장애를 가지고 있어서 일할 수 없어요,2337
저는 노인이고 소득이 제한적이에요,2700
"최근에 은퇴했는데, 건강 보험 비용이 크게 올랐어요",2402
"일을 그만두었는데, 건강 보험 보장을 예전 가격으로 유지하고 싶어요",1867
"1년 이상 한 회사에서 일했는데, 이제 퇴사하게 되었어요",2520
은퇴 후에 건강 보험 비용이 예전보다 높아졌어요,2625
"최근에 은퇴했는데, 건강 보험 비용이 올라갔어요",2400
구직할 때 많은 어려움을 겪고 있어요,2626
저는 젊은 성인이고 취업을 찾는데 운이 좋지 않아요,4615
팬데믹으로 인해 일자리를 잃었고 지금은 재정적인 어려움을 겪고 있어요,1650
장애인으로서 고용을 구하는 것이 어려워요,3241
저희 가족은 현재 재정적인 어려움을 겪고 있어요,1600
최근에 직장을 잃어서 신규 취업을 찾는 것이 어렵습니다,2464
한 부모로서 지출을 감당하기 힘들어서 육아비용을 감당할 수 없습니다,1859
시니어 시민으로서 활동적이고 사회와 연결된 활동을 찾고 있습니다,2446
장애를 가진 개인로서 독립적으로 생활하기 위해 지원이 필요합니다,2278
생필품과 같은 기본적인 필요품을 구매하기 힘들어서 저소득 가정입니다,3887
최근에 집행 유예 기간을 마쳤는데 취업을 어려워하고 있어요,2186
"저는 장애를 가지고 있고, 직접 사업을 시작하고 싶어요",2665
저는 어려운 배경을 가진 청년이라서 진로 상담을 도와주시면 좋겠어요,2256
"저는 한 부모이고, 가족을 지원하기 위해 금전적인 도움이 필요해요",2370
"저는 가정 폭력의 피해자이고, 제 인생을 재구축하기 위해 도움이 필요해요",2318
최근에 일자리를 잃어서 생계 유지에 어려움을 겪고 있어요,4215
저는 장애가 있어서 일상 생활에 도움이 필요해요,1908
저의 노인 부모님이 교통이나 일일 업무에 도움이 필요해요,1501
저는 싱글 부모이고 제 아이를 저렴한 양육 시설에 맡겨야 해요,3271
저는 저소득층 학생이라 교과서를 구매할 돈이 없어요,1845
나는 일자리를 찾고 아이들을 지원하기 어려운 싱글맘입니다,4368
1년 이상 실직 중이며 안정된 일자리를 구하기가 어렵습니다,2043
장애인으로 일하고 살 수 있는 기회를 찾고 있습니다,2088
최근에 북한에서 도착했고 남한에서 일자리 구하는 데 도움이 필요합니다,1732
55세 이상 경로우대자로서 적합한 일자리를 찾는데 어려움을 겪고 있습니다,2633
현재 의료 지원을 받고 있는 소득이 낮은 개인입니다,2062
저희 가정은 주택 및 교육 혜택을 받고 있는 소득이 낮은 가정입니다,5435
저희 가정은 주택 및 교육 혜택을 받고 있는 소득이 낮은 가정입니다,5435
저는 주택 및 교육 혜택을 받고 있는 소득이 낮은 개인입니다,5465
저는 소득이 낮은 개인로서 복지 혜택을 받고 있어요,3354
저는 안정된 직장이 있고 앞으로의 미래를 위해 저축을 시작하고 싶어요,1478
저는 저소득 근로자이고 추가적인 금융 지원이 필요해요,2221
저는 장애인이고 기술 향상과 취업을 도와주는 지원이 필요해요,3358
저는 자녀를 양육하기 어려운 싱글 부모입니다,2583
저는 노인이고 일상 생활과 건강 관리에 도움이 필요해요,3051
저는 최근에 일자리를 잃었고 생활비를 감당하기 힘들어요,2183
저는 장애가 있어서 적절한 일자리를 찾는 것이 어려워요,2007
저는 저소득층의 싱글 부모입니다,2572
저는 소기업주이고 재정을 관리하고 사업을 향상시키는 방법에 대한 안내가 필요합니다,2159
저는 최근에 배우자를 잃어서 정서적으로 힘들어요,2142
"저는 소득이 적은 싱글 부모이며, 아이의 필요한 것들을 제공하기 어렵습니다",4293
저는 장애가 있어 안정된 직장을 구하는 것이 어려워 경제적으로 어려움을 겪고 있습니다,2660
"저는 수입이 변동적인 자영업자이며, 가족을 지원하기 위해 도움이 필요합니다",3384
저는 노령인으로 한정된 연금 수입으로 일상 생활을 유지하기 어렵습니다,2960
최근에 일자리를 잃어 월세를 감당할 수 없습니다,1547
저는 최근에 엄마가 되어 아기를 돌보기 위해 일을 그만두었어요,3948
저는 이전에 일한 적이 없어서 취업에 대해 어떻게 해야 할지 감이 안 잡혀요,5426
"가족을 돌보기 위해 경력을 일시적으로 중단했고, 이제 다시 직장 생활에 복귀하고 싶어요",2598
"저는 직접 사업을 시작하고 싶은데, 성공적으로 이뤄내기 위해 지침과 지원이 필요해요",3032
"다양한 개인적인 이유로 인해 일을 장기간 하지 않았는데, 기술을 업데이트하고 취업 기회를 높이기 위한 도움이 필요해요",3199
최근에 사업을 시작해서 성장을 도와 줄 종합적인 지원을 찾고 있어,4594
"좋은 사업 아이디어가 있는데, 회사를 설립하는 방법을 모르겠어요",3935
"사업을 2년 동안 운영하고 있는데, 일부 지원과 지도를 받는 것이 도움이 될 것 같아요",1781
"비즈니스 아이디어에 대해 작업할 장소가 필요한데, 사무실을 빌릴 돈이 없어요",2006
"비즈니스에서 몇 가지 문제가 발생하고 있는데, 전문 조언을 받아 이를 극복하고 싶어요",4494
저는 작은 사업을 운영하고 있는데 해외 시장으로 확장하고 싶습니다,4633
저는 여성 기업가이고 수출은 처음이라 수출 역량을 향상시키고 사업 성과를 높이고 싶습니다,2794
저는 제품을 선보이고 국제 시장을 탐색하기 위해 국제 무역 박람회에 참여하고 싶습니다,5189
"수출 교육부터 마케팅, 사후 관리까지 수출에 관련된 다양한 측면에서 지원이 필요합니다",5246
여성 기업가를 위한 국제 무역 분야에서 특별히 맞춤화된 지도와 멘토링을 찾고 있습니다,2894
"최근에 내 비즈니스를 시작했는데, 여성 소유 기업을 위한 정부 지원 프로그램이 있는지 궁금해요",2657
여성 소유 기업들은 공공조달에서 이점이 있다고 들었어요,2763
"비즈니스를 확장하고 싶은데, 여성 소유 기업을 위한 특별한 지원이 있다고 들었어요",2779
정부의 지원을 통해 비즈니스를 성장시키고 싶습니다,3098
여성 기업주로써 여성 소유 기업을 위한 자금 지원 기회를 활용하고 싶습니다,2771
여성 기업인으로 제 비즈니스를 확장하고 영업 전략을 개선하고 싶어요,2769
작은 사업을 운영하고 있고 소셜 미디어 광고를 통해 온라인 프레즌스를 증대시키고 싶어요,3877
여성 소비재를 생산하는 여성 사업주인데 새로운 판매 채널을 모색하고 싶어요,2885
전자 상거래 플랫폼을 통해 제품을 효과적으로 마케팅하는 방법에 대한 지도가 필요해요,4604
경험있는 전문가로부터 영업 전략 최적화에 대한 맞춤형 조언을 얻고 싶어요,2864
"나는 사업을 시작하려는 여성인데, 어떻게 시작해야 할지 잘 모르겠어요",2935
"저는 여성 기업가로써 최근에 사업을 시작했는데, 투자자를 유치하기 어려워요",2779
"여성 기업가로써 몇 년 동안 사업을 운영하고 있지만, 더 많은 지도를 받아 다음 단계로 나아가고 싶어요",2792
저는 사업을 시작하고 싶지만 초기 자금이 부족해요,2480
"최근에 여성 기업가로 사업을 시작했는데, 유사한 사람들과 연결되고 전문적인 네트워크를 넓히고 싶어요",2538
45세 기업가인데 새로운 사업을 시작하려고 해요,4988
곧 은퇴할 예정이고 새로운 모험을 시작하고 싶은 50세 직원이에요,4487
기술 배경이 있는 42세 개인인데 혁신적인 아이디어를 가지고 있어요,2209
다른 사람들을 위해 일하는 몇 년 후에 스스로 사업을 시작할 수 있는 가능성을 탐색하고 싶은 48세 전문가에요,6278
곧 은퇴할 예정이고 창업을 다음 인생의 단계로 삼고 싶은 55세 개인이에요,4523
저는 50세 이상이고 이전 직장에서 3년 이상의 경험이 있습니다,2457
최근에 은퇴했고 시간이 많이 남았어요,2062
저는 특정 분야에서 광범위한 경험을 가지고 있고 은퇴 후에도 계속 일하고 싶습니다,2626
저는 60대 후반인데도 아직 많은 에너지가 있어요,3262
다른 사람들을 도우며 지역사회에 참여하는 것을 즐기고 있습니다,3532
"저는 최근에 직장을 잃어버렸고, 제 나이에 맞는 적절한 일자리를 찾는 데 어려움을 겪고 있어요",2032
저는 경험 있는 50대 이상의 인재를 고용하려고하는 소기업 주인이에요,2345
"저는 중소기업을 운영하고 있고, 노인 구직자들에게 일자리 기회를 제공하고 싶어요",2019
"노인 고용을 촉진하는 정부 지원 프로그램에 대해 들어본 적이 있는데, 더 자세한 정보를 제공해주실 수 있나요?",2338
노인 구직자를 고용하는 사업주로서 금전적 지원을 받을 수 있는 프로그램이 있는지 궁금합니다,2750
나는 최근에 65세가 되었는데도 아직 일하고 있어요,2820
"나는 중소기업을 운영하고 있고, 은퇴 후에도 근로자를 고용하고 싶어요",2634
나는 은퇴한 근로자들도 일하면서 금전적인 지원을 받을 수 있는 프로그램이 있다는 소문을 들었어요,2941
"나는 사업주이며, 은퇴 후에도 근로자들을 지원하고 싶어요",3262
은퇴 후에도 연로한 근로자들을 고용하고 싶은 사업주들을 위한 어떤 지원이 있는지 궁금해요,2547
"나는 사업주이고, 회사에서 연로한 직원들의 수가 증가하고 있다는 것을 알았어요",2799
"저는 최근에 은퇴했는데, 다시 일할 기회를 찾고 있어요",4396
"저는 은퇴 후에도 활동적이고 사회에 기여하고 싶은데, 특별한 기술이나 자격증이 없네요",4202
"저는 학교 근처에 살고 있는데, 어떤 방식으로 도움을 줄 수 있을까요?",1996
나는 문화유산 보존에 대한 열정이 있어요,1180
최근에 대학을 졸업하고 일자리를 찾는 데 어려움을 겪고 있어요,2643
"고령의 부모님이 혼자 사시고 일상적인 일들에 도움이 필요하지만, 제가 제공할 수 없어요",2443
저는 이동에 문제가 있는 장애가 있어서 의료 검진을 위한 교통수단을 찾기 어렵습니다,3259
저는 싱글 부모이고 일하면서 어린이 돌봄에 돈을 내기 힘들어요,3923
최근에 일자리를 잃어 생계 유지에 어려움을 겪고 있어요,2054
학교를 마치고 실무 경험을 쌓고 싶어요,3103
우리 회사에 최근에 경험이 별로 없는 새 직원이 입사했어요,3035
